5,33.882368,130.709681,0.000000,2.481680,0.000000,0.073975,0.170166,1.181396,-2.319336,-26.489258,14.526367
5,33.882368,130.709681,81.800000,2.481680,0.000000,0.030762,0.137451,0.992676,-3.417969,0.427246,23.193359
5,33.882368,130.709681,81.800000,2.481680,0.000000,0.030762,0.137451,0.992676,-3.417969,0.000000,0.000000
5,33.882368,130.709681,81.800000,2.481680,0.000000,0.030762,0.137451,0.992676,-3.417969,0.000000,0.000000
5,33.882368,130.709681,81.800000,2.481680,0.000000,0.144531,0.177490,1.114990,-8.422852,-31.494141,10.864258
5,33.882368,130.709681,81.800000,2.481680,0.000000,0.149414,0.015869,0.981934,-8.375010,0.000043,0.000003
5,33.882368,130.709681,81.800000,2.481680,0.000000,0.149414,0.015869,0.981934,-6.652832,-10.864258,-26.550293
5,33.882368,130.709681,81.800000,2.481680,0.000000,0.091553,0.083740,1.129150,7.202148,-10.192871,-44.555664
5,33.882368,130.709681,81.800000,2.481680,0.000000,0.141602,-0.020508,1.084961,0.244141,-25.024414,-31.127930
5,33.882368,130.709681,81.800000,2.481680,0.000000,0.048828,0.037842,1.171875,-5.432129,9.033203,-21.484375
5,33.882331,130.709635,81.800000,4.037360,0.000000,0.091064,0.078125,1.036377,-5.432129,0.000000,0.000000
6,33.882331,130.709635,90.800000,4.037360,0.000000,0.091064,0.078125,1.036377,-8.422852,12.329102,-15.014648
6,33.882331,130.709635,90.800000,4.037360,0.000000,0.164795,0.049561,1.097900,-6.713867,2.807617,-25.512695
6,33.882331,130.709635,90.800000,4.037360,0.000000,-0.003174,0.065674,1.123291,-7.568359,9.887695,-38.208008
6,33.882331,130.709635,90.800000,4.037360,0.000000,-0.060791,0.042969,1.046631,-1.464844,5.554199,-34.057617
6,33.882331,130.709635,90.800000,4.037360,0.000000,-0.060791,0.042969,1.046631,-1.460939,0.000011,0.000001
6,33.882331,130.709635,90.800000,4.037360,0.000000,0.002930,0.049316,1.122803,-5.493164,-5.310059,-1.037598
6,33.882331,130.709635,90.800000,4.037360,0.000000,-0.040771,0.031982,0.954102,-0.244141,12.878418,6.103516
6,33.882331,130.709635,90.800000,4.037360,0.000000,-0.189209,0.145020,1.122559,1.281738,11.596680,5.249023
6,33.882331,130.709635,90.800000,4.037360,0.000000,-0.085938,0.092529,1.081055,1.281738,0.000000,0.000000
6,33.882320,130.709614,90.800000,2.703920,0.000000,-0.085938,0.092529,1.081055,0.122070,-16.967773,12.817383
6,33.882320,130.709614,94.200000,2.703920,0.000000,0.162354,0.015137,1.159668,6.469727,-13.183594,23.742676
6,33.882320,130.709614,94.200000,2.703920,0.000000,0.063477,0.041260,1.041016,8.361816,-1.159668,16.174316
6,33.882320,130.709614,94.200000,2.703920,0.000000,0.093018,-0.032471,1.132812,-7.812500,-14.343262,12.023926
6,33.882320,130.709614,94.200000,2.703920,0.000000,0.061279,-0.038330,1.137695,-2.000623,0.000000,0.000000
6,33.882320,130.709614,94.200000,2.703920,0.000000,0.061279,-0.038330,1.137695,7.629395,-4.333496,21.972656
6,33.882320,130.709614,94.200000,2.703920,0.000000,0.114990,0.124268,1.022217,1.892090,19.836426,-3.234863
6,33.882320,130.709614,94.200000,2.703920,0.000000,0.185059,-0.005127,1.145752,-5.310059,0.000000,-3.112793
6,33.882320,130.709614,94.200000,2.703920,0.000000,0.035156,0.007080,1.061035,4.333496,17.028809,-10.070801
6,33.882320,130.709614,94.200000,2.703920,0.000000,0.035156,0.007080,1.061035,4.333496,0.000000,0.000000
6,33.882322,130.709604,94.200000,3.333600,0.000000,0.057617,0.063965,1.063965,-0.305176,7.141113,-16.235352
