Lat[deg],Lng[deg],AccX,AccY,AccZ,GyroX,GyroY,GyroZ
33.8807421,130.7070211,-0.050293,0.003418,0.992920,-15.380859,10.925293,-17.456055
33.880740200000005,130.7070172,-0.049072,0.124756,1.124268,-31.066895,-0.427246,8.850098
33.880738300000004,130.7070133,0.030762,0.346436,1.145264,-27.709961,16.479492,7.934570
33.8807364,130.7070094,0.019775,0.292969,1.527588,-17.089844,4.272461,5.737305
33.880734499999996,130.70700549999998,-0.207275,0.426758,1.104736,-3.662109,22.155762,-3.417969
33.880732599999995,130.70700159999998,-0.013428,0.279785,1.135498,8.361816,-10.437012,3.906250
33.880730699999994,130.7069977,-0.034180,-0.031006,1.046631,8.911133,-0.061035,-8.544922
33.88072879999999,130.7069938,-0.034180,-0.031006,1.046631,8.911133,-0.061035,-8.544922
33.8807269,130.7069899,-0.239990,0.198730,0.942139,11.779785,10.864258,-11.535645
33.880725,130.706986,0.125977,0.060547,1.634521,-47.912598,5.798340,0.549316
33.880722999999996,130.7069822,-0.082764,0.231445,0.793213,1.892090,-2.563477,-3.051758
33.880720999999994,130.7069784,-0.206787,0.280762,1.019287,3.540039,-0.549316,1.037598
33.88071899999999,130.7069746,0.053223,0.243408,1.215820,-27.343750,-3.417969,22.949219
33.88071699999999,130.7069708,-0.077393,0.186279,1.213623,-15.258789,21.728516,21.423340
33.88071500000001,130.70696700000002,0.135498,0.052979,1.048096,13.488770,3.356934,10.314941
33.88071300000001,130.70696320000002,0.135498,0.052979,1.048096,13.488770,3.356934,10.314941
33.880711000000005,130.70695940000002,-0.031738,0.233154,1.083740,4.394531,19.897461,2.258301
33.880709,130.70695560000001,0.244629,0.358887,0.891602,4.577637,18.615723,-0.061035
33.880707,130.7069518,-0.063477,0.269287,0.777832,-26.428223,42.846680,-20.874023
33.880705,130.706948,0.042725,-0.150635,1.103516,-42.785645,19.409180,-12.084961
33.8807029,130.70694400000002,0.003662,0.241699,0.545654,23.559570,-35.766602,-12.817383
33.8807008,130.70694,-0.139404,0.307129,0.968262,-3.906250,7.568359,-7.812500
33.8806987,130.706936,-0.139404,0.307129,0.968262,-3.906250,7.568359,-7.812500
33.88069659999999,130.706932,0.132812,-0.110840,1.104492,-30.090332,-22.888184,8.789062
33.880694500000004,130.706928,0.017334,0.314209,0.922119,6.713867,-10.253906,12.512207
33.88069240000001,130.70692400000001,0.043945,0.304443,1.385498,-8.056641,-0.610352,-0.183105
33.8806903,130.70692,0.154053,0.256592,0.765869,5.920410,6.347656,17.761230
33.8806882,130.706916,0.025635,0.181152,0.784668,12.878418,-4.150391,4.150391
33.8806861,130.706912,0.164062,0.694092,1.548340,-3.112793,18.432617,-10.437012
33.880684,130.706908,-0.026367,0.091553,0.867432,-22.949219,-1.098633,-17.272949
33.88068200000001,130.706904,-0.026367,0.091553,0.867432,-22.949219,-1.098633,-17.272949
33.88068,130.7069,-0.002686,-0.198242,0.690186,11.657715,-11.657715,-2.746582
33.880678,130.706896,-0.061035,0.212891,0.758789,12.451172,7.019043,-4.638672
33.880675999999994,130.70689199999998,-0.017334,0.147949,1.312988,-18.188477,-8.911133,14.526367
33.880674,130.706888,-0.003906,0.080566,0.878906,3.540039,1.770020,-2.807617
33.88067200000001,130.706884,-0.053467,0.173096,1.010986,-0.061035,7.934570,-1.037598
33.88067,130.70687999999998,-0.136719,-0.691406,1.207275,-40.222168,21.545410,2.319336
33.88066800000001,130.706876,-0.136719,-0.691406,1.207275,-40.222168,21.545410,2.319336
33.880666,130.70687199999998,0.086426,0.249756,0.535400,10.131836,20.019531,1.892090
33.880664,130.706868,-0.038330,0.480225,0.720215,19.714355,-0.610352,-10.009766
33.8806618,130.70686379999998,-0.050537,0.125488,1.292969,-8.300781,-15.136719,3.356934
33.88065960000001,130.7068596,0.059082,-0.266602,1.050293,-97.656250,2.746582,-3.967285
33.880657400000004,130.7068554,0.058594,0.109375,0.669189,66.650391,-22.766113,-8.850098
33.8806552,130.7068512,-0.050049,-0.022705,1.393066,-10.375977,9.399414,-0.305176
33.880652999999995,130.70684699999998,0.151367,0.255859,0.872314,15.441895,-11.230469,5.981445
33.880650800000005,130.7068428,0.151367,0.255859,0.872314,15.441895,-11.230469,5.981445
33.8806486,130.7068386,0.104248,0.216309,0.891113,13.244629,-22.338867,3.234863
33.880646399999996,130.7068344,0.020996,0.323975,1.411133,-3.356934,4.882812,8.850098
33.880644200000006,130.7068302,-0.010986,0.435791,0.842041,7.995605,-4.760742,-4.943848
33.880642,130.706826,0.055176,0.028076,1.117920,-6.408691,-5.310059,-14.343262
33.8806397,130.7068217,-0.137207,0.253418,0.919922,-1.586914,5.798340,-4.882812
33.880637400000005,130.7068174,-0.017334,0.049316,0.976318,23.132324,-17.761230,1.770020
33.8806351,130.7068131,-0.017334,0.049316,0.976318,23.132324,-17.761230,1.770020
33.8806328,130.7068088,-0.034912,0.051514,0.730713,-44.799805,-16.784668,-1.708984
33.8806305,130.7068045,-0.030518,0.353271,0.997070,6.286621,13.305664,8.728027
33.880628200000004,130.7068002,0.094482,0.380371,1.128418,-3.967285,-9.765625,10.375977
33.880625900000005,130.7067959,-0.175537,0.086670,1.329590,-5.493164,5.187988,4.882812
33.8806236,130.7067916,-0.115967,-0.204590,1.139404,43.334961,-10.314941,2.563477
33.8806213,130.7067873,0.000488,0.114746,2.259766,16.296387,7.934570,-10.803223
33.880619,130.706783,0.019287,0.147461,1.061523,-10.070801,-25.817871,-8.422852
33.88061620000001,130.7067795,0.019287,0.147461,1.061523,-10.070801,-25.817871,-8.422852
33.880613399999994,130.706776,-0.263428,0.206299,1.727051,-29.235840,13.854980,-3.906250
33.8806106,130.7067725,-0.051514,0.427734,1.216309,20.446777,-7.568359,7.568359
33.88060780000001,130.706769,-0.158691,0.305664,0.865479,-5.615234,-9.704590,-0.244141
33.88060500000002,130.70676550000002,-0.040771,0.343994,0.971924,9.521484,-0.671387,8.911133
33.8806022,130.706762,0.049805,0.125732,1.139160,-8.911133,16.052246,8.666992
33.88059940000001,130.7067585,0.063721,0.283691,1.103271,7.080078,7.568359,-0.244141
33.88059660000001,130.70675500000002,0.063721,0.283691,1.103271,7.080078,7.568359,-0.244141
33.88059379999999,130.7067515,0.017822,0.314941,0.986572,18.493652,9.521484,-8.300781
33.880591,130.706748,0.044922,0.052490,0.905273,17.211914,-14.038086,-8.239746
33.8805886,130.7067441,-0.059814,0.018066,0.984375,-8.728027,-29.174805,-2.075195
33.88058620000001,130.7067402,-0.177002,-0.453369,1.083496,-20.874023,8.850098,6.164551
33.8805838,130.7067363,-0.128906,0.303711,1.326660,-3.479004,21.118164,-5.859375
33.8805814,130.7067324,0.142578,-0.033203,1.133057,10.009766,-9.765625,2.136230
33.880579,130.7067285,0.030518,0.360352,0.928955,21.972656,-4.699707,2.746582
33.880576600000005,130.7067246,0.030518,0.360352,0.928955,21.972656,-4.699707,2.746582
33.880574200000005,130.7067207,-0.216797,0.728760,0.291260,77.392578,9.826660,1.281738
33.88057179999999,130.70671679999998,-0.083740,0.145264,1.516113,-12.207031,-10.437012,-3.601074
33.8805694,130.70671289999999,0.043701,-0.487061,0.550293,-39.855957,-6.835938,3.662109
33.880567,130.706709,-0.087158,0.241211,1.515625,20.996094,1.464844,-2.380371
33.8805647,130.7067052,-0.022705,0.124756,1.078613,-4.394531,-16.296387,6.530762
33.880562399999995,130.7067014,-0.147705,0.089600,1.032471,-8.117676,11.596680,-2.197266
33.8805601,130.70669759999998,-0.084961,0.226074,1.359863,-28.381348,37.414551,-8.361816
33.88055779999999,130.70669379999998,-0.084961,0.226074,1.359863,-28.381348,37.414551,-8.361816
33.88055549999999,130.70668999999998,-0.081299,0.512451,1.486816,31.738281,36.926270,-5.432129
33.88055320000001,130.7066862,-0.008301,0.154785,0.911133,-5.981445,-13.122559,-7.690430
33.8805509,130.7066824,0.122314,0.129639,0.875000,16.967773,-28.320312,-16.113281
33.880548600000004,130.7066786,0.010254,-0.493652,1.083008,6.591797,-11.901855,11.535645
33.8805463,130.7066748,-0.123047,-0.206055,0.574219,-11.413574,23.498535,-3.234863
33.880544,130.706671,0.177979,-0.145752,2.073975,-53.894043,-26.611328,-10.009766
33.880542,130.7066669,0.177979,-0.145752,2.073975,-53.894043,-26.611328,-10.009766
33.88054,130.7066628,0.812256,0.221680,0.484375,111.145020,-91.186523,-47.729492
33.880538,130.7066587,0.097656,0.023682,0.969971,-98.388672,-35.034180,-7.934570
33.880536000000006,130.7066546,-0.304199,0.588867,1.033447,381.591797,122.741699,-13.671875
33.880534,130.7066505,0.145508,-0.969238,0.628418,139.282227,0.427246,-18.066406
33.880531999999995,130.70664639999998,-0.158691,0.037354,1.302490,-1.281738,12.145996,-7.446289
33.88053,130.7066423,0.138184,0.060303,1.199463,8.117676,-16.784668,-14.465332
33.880528,130.7066382,-0.149414,-0.319336,0.641602,-24.414062,27.709961,-15.136719
33.880526,130.7066341,-0.149414,-0.319336,0.641602,-24.414062,27.709961,-15.136719
33.880524,130.70663,0.091553,0.070312,0.844482,-9.765625,-3.845215,-2.502441
33.8805223,130.7066261,-0.113281,-0.126953,0.791748,4.150391,9.826660,-5.615234
33.880520600000004,130.7066222,0.006836,0.439209,1.242432,-10.803223,-4.943848,-7.141113
33.880518900000006,130.7066183,-0.024902,0.293457,1.269775,-4.028320,3.784180,-1.953125
33.88051720000001,130.7066144,-0.020020,0.156250,1.045166,-24.902344,-7.934570,3.967285
33.88051550000001,130.7066105,-0.048584,0.359863,1.282715,17.028809,-9.277344,15.258789
33.880513799999996,130.7066066,-0.048584,0.359863,1.282715,17.028809,-9.277344,15.258789
33.8805121,130.7066027,-0.049561,0.291748,0.229492,25.878906,-1.647949,-4.577637
33.8805104,130.7065988,-0.073242,-0.324951,1.527100,-13.122559,-2.014160,-2.502441
33.8805087,130.7065949,0.110107,0.828857,-0.001465,128.417969,-75.012207,-4.577637
33.880507,130.706591,0.263916,-0.315674,0.675049,116.699219,-131.530762,23.925781
33.880505199999995,130.7065874,0.025879,-1.342285,3.825439,-92.285156,-151.489258,-11.413574
33.8805034,130.7065838,0.068604,-0.629883,2.622559,-124.206543,-126.281738,9.338379
33.88050160000001,130.70658020000002,0.034180,0.633057,1.168945,-59.020996,-18.798828,-2.685547
33.8804998,130.7065766,0.034180,0.633057,1.168945,-59.020996,-18.798828,-2.685547
