33.856957,130.710675,0.125000,0.006592,1.113770,10.559082,3.112793,-2.868652
33.856957,130.710675,0.125000,0.006592,1.113770,10.559082,3.112793,-2.868652
33.856957,130.710675,0.112305,0.081543,1.060059,-5.615234,4.516602,-2.502441
33.856957,130.710675,0.087646,0.067139,0.972656,-32.836914,-26.062012,6.835938
33.856958,130.710674,0.252686,-0.047363,1.183838,16.845703,-18.798828,2.380371
33.856958,130.710674,0.054932,-0.026367,1.060059,-12.512207,0.427246,-0.061035
33.856958,130.710674,0.136719,-0.025146,1.073242,0.610352,4.272461,-0.671387
33.856958,130.710674,0.084717,-0.008057,0.900635,2.990723,-29.479980,13.305664
33.856958,130.710674,0.221680,-0.044434,1.111816,-1.098633,15.563965,-9.033203
33.856958,130.710674,0.221680,-0.044434,1.111816,-1.098633,15.563965,-9.033203
33.856958,130.710674,0.136230,-0.100830,1.059082,4.455566,-17.028809,-0.976562
33.856958,130.710674,0.019775,-0.055176,1.060547,-2.319336,-6.530762,1.953125
33.856958,130.710674,0.177734,-0.048584,1.085449,-3.723145,-7.751465,0.488281
33.856958,130.710674,0.091064,-0.043701,1.081787,-1.342773,-0.305176,-0.244141
33.856959,130.710674,0.142822,-0.034180,1.077393,-1.159668,-0.610352,-0.122070
33.856959,130.710674,0.094482,-0.038086,1.080322,-2.685547,-0.122070,-1.098633
33.856959,130.710674,0.109131,-0.031738,1.088867,-2.380371,7.568359,-1.464844
33.856959,130.710674,0.109131,-0.031738,1.088867,-2.380371,7.568359,-1.464844
33.856959,130.710674,0.103516,-0.032227,1.078857,-2.136230,5.371094,-1.037598
33.856959,130.710674,0.131104,-0.044922,1.085205,-2.197266,1.403809,0.244141
33.856959,130.710674,0.123535,-0.029053,1.110107,-1.464844,0.183105,0.244141
33.856959,130.710674,0.105469,-0.042480,1.080078,-0.854492,1.525879,-1.892090
33.856959,130.710674,0.104736,-0.027344,1.092529,-0.061035,-1.342773,1.281738
33.856959,130.710674,0.128418,-0.060547,1.078613,-2.075195,3.417969,-2.502441
33.856959,130.710673,0.096680,-0.029541,1.079102,-2.685547,-1.281738,0.366211
33.856959,130.710673,0.096680,-0.029541,1.079102,-2.685547,-1.281738,0.366211
33.856959,130.710673,0.123779,-0.046143,1.074951,-3.295898,-1.708984,2.319336
33.856959,130.710673,0.107178,-0.035400,1.070068,-1.464844,0.671387,-1.464844
33.856959,130.710673,0.100830,-0.038330,1.084717,-2.929688,2.929688,0.061035
33.856959,130.710673,0.127930,-0.036133,1.082275,-2.563477,0.366211,1.098633
33.856959,130.710673,0.126465,-0.044678,1.092773,-1.953125,0.976562,-1.037598
33.856959,130.710673,0.130371,-0.031250,1.084717,-1.647949,-1.464844,-1.342773
33.856959,130.710673,0.117676,-0.055420,1.083008,-1.647949,-1.464844,-1.342773
33.856959,130.710673,0.117676,-0.055420,1.083008,-1.831055,-1.586914,-0.549316
33.856960,130.710672,0.083008,-0.010254,1.076904,0.000000,-2.319336,2.441406
33.856960,130.710672,0.080322,-0.036621,1.085449,-2.319336,-3.906250,5.249023
33.856960,130.710672,0.121338,-0.037598,1.049072,-2.014160,0.793457,-0.549316
33.856960,130.710672,0.132324,-0.035156,1.095947,-2.990723,-4.394531,2.075195
33.856960,130.710672,0.106689,-0.057861,1.079590,-3.662109,0.366211,3.051758
33.856960,130.710672,0.148438,-0.053711,1.050049,-1.647949,-0.976562,-0.366211
33.856960,130.710672,0.148438,-0.053711,1.050049,-1.647949,-0.976562,-0.366211
33.856960,130.710672,0.103516,-0.050049,1.074463,-2.380371,-2.258301,-2.319336
33.856960,130.710672,0.142578,-0.052246,1.071045,-3.845215,-1.525879,0.976562
33.856960,130.710672,0.133301,-0.045410,1.070801,-2.258301,0.915527,-2.441406
33.856960,130.710672,0.136719,-0.059570,1.071289,-2.990723,-0.976562,0.915527
33.856960,130.710672,0.152588,-0.048096,1.069580,-2.807617,-1.159668,-0.061035
33.856960,130.710672,0.162842,-0.046387,1.072266,-2.197266,0.366211,0.915527
33.856960,130.710672,0.137451,-0.045410,1.073975,-3.356934,2.014160,-1.220703
33.856960,130.710672,0.137451,-0.045410,1.073975,-3.356934,2.014160,-1.220703
33.856960,130.710672,0.130615,-0.044434,1.073486,-2.197266,-1.281738,-0.610352
33.856960,130.710672,0.139160,-0.054199,1.088379,-0.061035,-1.647949,1.220703
33.856960,130.710672,0.162842,-0.054199,1.052490,-2.807617,-0.793457,-0.305176
33.856960,130.710672,0.147461,-0.038086,1.073730,-2.075195,-1.342773,0.244141
33.856960,130.710672,0.144775,-0.049561,1.073486,-0.793457,-1.525879,0.549316
33.856960,130.710671,0.171387,-0.043213,1.061768,-2.746582,-1.159668,0.976562
33.856960,130.710671,0.176270,-0.050049,1.083740,-0.793457,-0.305176,0.305176
33.856960,130.710671,0.176270,-0.050049,1.083740,-0.793457,-0.305176,0.305176
33.856960,130.710671,0.164062,-0.038818,1.081543,-3.112793,-1.647949,-2.319336
33.856960,130.710671,0.168945,-0.052490,1.083008,-2.014160,-0.976562,0.915527
33.856960,130.710671,0.187988,-0.032471,1.080322,-2.136230,0.427246,-0.732422
33.856960,130.710671,0.154053,-0.062012,1.079590,-2.807617,5.737305,-0.976562
33.856960,130.710671,0.139648,-0.057373,1.081787,-2.685547,7.141113,-16.357422
33.856960,130.710671,0.155762,-0.016846,1.016113,-2.868652,6.958008,4.821777
